PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,standardised_smiles
870,144204421.0,5284616.0,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,Active,48.0,,,active antagonist,active antagonist,19.8634,-90.4631,inactive,,0,active antagonist,20.3992,-86.4469,inactive,,0,Tocris,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
874,144204425.0,10607.0,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,57.0,,,active antagonist,active antagonist,0.174422,-45.7641,inactive,,0,active antagonist,0.090838,-42.1827,inactive,,0,Timtec,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
875,144204426.0,71414.0,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,Active,43.0,,,active antagonist,active antagonist,28.7255,-50.4286,inactive,,0,active antagonist,29.8493,-50.7762,inactive,,0,SigmaAldrich,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
896,144204447.0,30323.0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,Active,48.0,,,active antagonist,active antagonist,1.88336,-37.3377,active agonist,23.7101,59.7928,inconclusive antagonist,0.74978,-21.3761,inconclusive agonist,1.58465,24.5566,InterBioScreen,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
907,144204458.0,31101.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,Active,54.0,,,active antagonist,active antagonist,11.4358,-112.048,inactive,,0,active antagonist,9.43918,-94.4428,inactive,,0,BIOMOL,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
914,144204465.0,68186.0,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCOC4=CC=C(C=C4)F,Active,52.0,,,active antagonist,active antagonist,5.81729,-73.0426,inactive,,0,active antagonist,5.59827,-74.8347,inconclusive agonist,13.3332,38.8817,BIOMOL,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2
935,144204486.0,5311093.0,CCCCCCCC/C=C\CCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Active,48.0,,,active antagonist,active antagonist,13.5328,-73.6196,inactive,,0,active antagonist,12.0611,-61.5786,inactive,,0,Tocris,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1
939,144204490.0,104741.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Active,58.0,,,active antagonist,active antagonist,3.22305,-87.9273,inconclusive agonist,,,active antagonist,2.87255,-77.8966,inactive,,0,Tocris,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
947,144204498.0,6167.0,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Active,50.0,,,active antagonist,active antagonist,2.87255,-46.8388,inactive,,0,active antagonist,2.81796,-38.409,inactive,,0,SigmaAldrich,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
952,144204503.0,55245.0,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,Active,53.0,,,active antagonist,active antagonist,11.17,-100.254,inconclusive agonist,12.871,21.1059,active antagonist,13.5328,-97.3978,inactive,,0,SigmaAldrich,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
969,144204520.0,10466908.0,CC1=C(C(=CC=C1)C)NC2=C(C=CC=N2)C(=O)O,Active,49.0,,,active antagonist,active antagonist,25.9849,-122.341,active agonist,26.6032,50.2541,active antagonist,29.1555,-92.4709,inactive,,0,Asinex,Cc1cccc(C)c1Nc1ncccc1C(=O)O
973,144204524.0,2999413.0,C[C@H]1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,Active,54.0,,,active antagonist,active antagonist,10.1922,-101.081,inactive,,0,active antagonist,10.1922,-92.4033,inconclusive antagonist,,,NIEHS,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
976,144204527.0,7619.0,C1COCCN1SC2=NC3=CC=CC=C3S2,Active,45.0,,,active antagonist,active antagonist,28.1796,-74.7082,inactive,,0,active antagonist,20.6405,-43.1515,inactive,,0,Labotest,c1ccc2sc(SN3CCOCC3)nc2c1
994,144204545.0,6129.0,CNC(=O)OC1=CC=CC2=CC=CC=C21,Active,52.0,,,active antagonist,active antagonist,14.9601,-106.292,inconclusive agonist,25.1151,26.9649,active antagonist,18.1246,-96.3445,inactive,,0,NIEHS,CNC(=O)Oc1cccc2ccccc12
1005,144204556.0,3054.0,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,55.0,,,active antagonist,active antagonist,8.09594,-97.6731,inactive,,0,active antagonist,8.09594,-90.3823,inactive,,0,SigmaAldrich,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
1007,144204558.0,5288209.0,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)NC2=CC=C(C=C2)O)/C)/C,Active,59.0,,,active antagonist,active antagonist,2.91555,-91.1234,inactive,,0,active antagonist,3.02961,-90.5973,inactive,,0,SigmaAldrich,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1
1018,144204569.0,41684.0,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Active,61.0,,,active antagonist,active antagonist,1.95704,-88.362,active antagonist,24.6377,-36.7335,active antagonist,1.95704,-90.9574,inconclusive antagonist,4.46616,-23.3642,NIEHS,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
1021,144204572.0,64142.0,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,Active,53.0,,,active antagonist,active antagonist,14.9601,-120.096,inactive,,0,active antagonist,11.8832,-124.922,inactive,,0,Bionet,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
1025,144204576.0,2724385.0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,Active,66.0,,,active antagonist,active antagonist,0.361632,-75.0746,inactive,,0,active antagonist,0.322305,-81.3137,inconclusive agonist,12.5873,43.2943,SigmaAldrich,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
1040,144204591.0,338733.0,CC(C)CCCCCCC1=CC=C(C=C1)O,Active,60.0,,,active antagonist,active antagonist,5.59827,-113.449,active agonist,17.0368,31.5222,active antagonist,4.98946,-87.0183,inconclusive antagonist,,,SigmaAldrich,CC(C)CCCCCCc1ccc(O)cc1
1048,144204599.0,7175.0,CCCOC(=O)C1=CC=C(C=C1)O,Active,46.0,,,active antagonist,active antagonist,25.6016,-78.4396,inactive,,0,active antagonist,23.7101,-61.5638,inactive,,0,SigmaAldrich,CCCOC(=O)c1ccc(O)cc1
1054,144204605.0,10866.0,CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1.[Br-],Active,46.0,,,active antagonist,active antagonist,26.6032,-79.4286,active antagonist,22.3838,-54.5482,active antagonist,24.6377,-118.635,inconclusive,,,NIEHS,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-]
1055,144204606.0,5590.0,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,Active,45.0,,,active antagonist,active antagonist,9.43918,-42.4386,inactive,,0,active antagonist,10.5909,-55.2618,inactive,,0,NIEHS,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1
1076,144204627.0,3036.0,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Active,48.0,,,active antagonist,active antagonist,23.7101,-95.057,inactive,,0,active antagonist,18.8336,-90.7935,inactive,,0,NIEHS,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
1084,144204635.0,11057.0,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],Active,70.0,,,active antagonist,active antagonist,0.170368,-77.4971,active antagonist,11.17,-69.9286,active antagonist,0.191156,-79.9039,inactive,,0,SigmaAldrich,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
1090,144204641.0,7108.0,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,Active,56.0,,,active antagonist,active antagonist,8.41267,-108.487,inactive,,0,active antagonist,8.41267,-112.78,inconclusive antagonist,29.8493,-100.403,SigmaAldrich,c1ccc2c(c1)Nc1ccccc1S2
1098,144204649.0,1483.0,C1=C(C=C(C(=C1Br)O)Br)Br,Active,43.0,,,active antagonist,active antagonist,33.4915,-62.4502,inactive,,0,active antagonist,33.4915,-55.8111,inactive,,0,SigmaAldrich,Oc1c(Br)cc(Br)cc1Br
1099,144204650.0,3598.0,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Active,64.0,,,active antagonist,active antagonist,1.20611,-91.1745,active agonist,19.8634,103.874,active antagonist,1.03448,-77.4664,inconclusive antagonist,,,SigmaAldrich,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
1100,144204651.0,7271.0,C1=C(C(=CC(=C1Cl)Cl)Cl)O,Active,57.0,,,active antagonist,active antagonist,7.04781,-105.429,inactive,,0,active antagonist,7.61005,-110.09,inactive,,0,NIEHS,Oc1cc(Cl)c(Cl)cc1Cl
1112,144204663.0,3037.0,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Active,64.0,,,active antagonist,active antagonist,2.19584,-102.766,active agonist,29.8493,54.3096,active antagonist,2.19584,-98.7894,active antagonist,6.68242,-49.3008,SigmaAldrich,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
1116,144204667.0,1732.0,CC1=C(C=CC(=C1)O)Cl,Active,51.0,,,active antagonist,active antagonist,9.43918,-79.1708,inactive,,0,inconclusive antagonist,16.7855,-64.7843,inactive,,0,NIEHS,Cc1cc(O)ccc1Cl
1122,144204673.0,2950.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Active,49.0,,,active antagonist,active antagonist,3.34915,-45.0531,inactive,,0,active antagonist,3.10171,-52.8177,inactive,,0,NIEHS,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
1137,144204688.0,60934.0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,Active,44.0,,,active antagonist,active antagonist,33.4915,-75.6101,inactive,,0,active antagonist,33.4915,-82.5241,inactive,,0,NIEHS,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O
1142,144204693.0,4509.0,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],Active,44.0,,,active antagonist,active antagonist,27.644,-61.8435,inactive,,0,active antagonist,21.1317,-53.4533,inactive,,0,NIEHS,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
1147,144204698.0,5991.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,Active,49.0,,,active antagonist,active antagonist,16.1535,-90.7957,inactive,,0,active antagonist,17.4422,-90.4754,inactive,,0,SigmaAldrich,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
1148,144204699.0,5757.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,Active,47.0,,,active antagonist,active antagonist,26.6032,-100.088,inactive,,0,active antagonist,25.6016,-84.9417,inactive,,0,SigmaAldrich,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
1159,144204710.0,6643.0,CCC(C)(C)C1=CC=C(C=C1)O,Active,45.0,,,active antagonist,active antagonist,26.6032,-76.5427,inactive,,0,active antagonist,27.644,-71.8857,inactive,,0,SigmaAldrich,CCC(C)(C)c1ccc(O)cc1
1168,144204719.0,6264.0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,Active,57.0,,,active antagonist,active antagonist,6.28136,-101.492,inactive,,0,active antagonist,6.52711,-100.107,inconclusive antagonist,,-32.5963,NIEHS,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1
1173,144204724.0,5284469.0,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,Active,57.0,,,active antagonist,active antagonist,4.27944,-92.3933,inactive,,0,active antagonist,4.80161,-92.2793,inactive,,0,NIEHS,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
1182,144204733.0,26041.0,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],Active,58.0,,,active antagonist,active antagonist,0.809594,-62.8984,inactive,,0,active antagonist,0.573149,-52.2304,inconclusive agonist,,-9.46694,NIEHS,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2]
1183,144204734.0,9787.0,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,50.0,,,active antagonist,active antagonist,2.98493,-48.7342,inactive,,0,active antagonist,1.81246,-37.57,inactive,,0,NIEHS,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O
1187,144204738.0,2723598.0,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.O.Cl,Active,49.0,,,active antagonist,active antagonist,10.1922,-72.4086,inactive,,0,active antagonist,8.41267,-70.1871,active agonist,13.3332,30.2953,NIEHS,Cl.Nc1c2ccccc2nc2ccccc12.O
1191,144204742.0,6436135.0,CCC(CC)(CC(=O)NC1=CC=CC(=C1)/C=C/C2=NC(=CS2)C3CCC3)C(=O)O,Active,46.0,,,active antagonist,active antagonist,28.8147,-91.9492,inconclusive agonist,,24.2195,inconclusive antagonist,26.6032,-76.4559,inactive,,0,Tocris,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O
1192,144204743.0,65399.0,CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,Active,56.0,,,active antagonist,active antagonist,1.20611,-62.566,inactive,,0,active antagonist,1.03448,-58.7928,inactive,,0,Tocris,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23
1212,144204763.0,148673.0,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl,Active,50.0,,,active antagonist,active antagonist,10.3448,-75.4354,inactive,,0,active antagonist,10.3448,-75.4668,inactive,,0,SigmaAldrich,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl
1236,144204787.0,636362.0,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O.Cl,Active,60.0,,,active antagonist,active antagonist,6.83304,-123.979,active agonist,23.159,112.377,inconclusive antagonist,12.871,-41.199,active agonist,7.4978,47.8975,Sequoia,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
1271,144204823.0,123015.0,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,Active,54.0,,,active antagonist,active antagonist,12.533,-116.43,active agonist,13.5328,59.766,active antagonist,17.0368,-113.928,inactive,,0,SigmaAldrich,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1
1292,144204844.0,3120.0,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Active,46.0,,,active antagonist,active antagonist,29.1555,-82.9509,inactive,,0,active antagonist,30.2961,-61.0072,inactive,,0,Microsource,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
1295,144204847.0,6434889.0,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,Active,42.0,,,active antagonist,active antagonist,33.9928,-45.2872,inactive,,0,active antagonist,33.9928,-48.1046,inactive,,0,Microsource,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
1305,144204858.0,2723.0,CC1=CC(=CC(=C1Cl)C)O,Active,52.0,,,active antagonist,active antagonist,21.1317,-127.825,active agonist,18.1246,27.6507,active antagonist,18.8336,-107.253,inactive,,0,SigmaAldrich,Cc1cc(O)cc(C)c1Cl
1329,144204882.0,135398735.0,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C,Active,49.0,,,active antagonist,active antagonist,17.0368,-92.0415,active antagonist,22.2871,-29.433,active antagonist,17.7033,-100.643,inactive,,0,Microsource,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
1334,144204887.0,60196278.0,CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)O)CC(=O)O)CC4=CC=CC=C4)CC5=CC=CC=C5)CC6=CC=CC=C6,Active,71.0,,,active antagonist,active antagonist,0.237101,-83.4563,active antagonist,3.7578,-34.6302,active antagonist,0.256016,-94.1117,active antagonist,8.09594,-118.49,Microsource,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C(Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
1337,144204890.0,443101.0,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.[Cl-],Active,78.0,,,active antagonist,active antagonist,0.943918,-131.242,active agonist,28.7255,371.664,active antagonist,0.361632,-92.2862,inactive,,0,Microsource,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-]
1340,144204893.0,3362.0,CCC(=O)C1=C(C=C(C=C1O)O)O,Active,51.0,,,active antagonist,active antagonist,18.8336,-111.384,active agonist,26.6032,66.2276,active antagonist,23.7101,-78.9238,inactive,,0,Microsource,CCC(=O)c1c(O)cc(O)cc1O
1351,144204904.0,5702162.0,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Active,50.0,,,active antagonist,active antagonist,10.3448,-78.7012,active antagonist,8.53861,-36.7908,active antagonist,9.95529,-102.14,inactive,,0,Microsource,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl
1359,144204912.0,9818306.0,CC(=O)OC1=CC2=C(C=C1)[C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C,Active,52.0,,,active antagonist,active antagonist,9.0838,-84.7612,inactive,,0,active antagonist,8.7418,-83.38,inconclusive antagonist,,,Microsource,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
1361,144204914.0,656630.0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4[C@@H]3C[C@H]([C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)O)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC(=O)C)O,Active,55.0,,,active antagonist,active antagonist,0.779114,-51.2179,inactive,,0,active antagonist,0.721552,-45.8818,inconclusive agonist,,,Microsource,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1369,144204922.0,6780.0,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,Active,46.0,,,active antagonist,active antagonist,2.56016,-30.7776,inactive,,0,inconclusive antagonist,1.58465,-22.147,inactive,,0,SigmaAldrich,O=C1c2ccccc2C(=O)c2ccccc21
1389,144204942.0,2799.0,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl,Active,68.0,,,active antagonist,active antagonist,1.63953,-111.568,inactive,,0,active antagonist,1.70368,-94.3338,inactive,,0,Microsource,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
1395,144204948.0,5284439.0,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=C\C(=O)O)\C(=O)O,Active,54.0,,,active antagonist,active antagonist,6.04487,-82.9791,active antagonist,9.21978,-40.6838,active antagonist,5.3875,-90.8224,active antagonist,31.0171,-66.1948,Microsource,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O
