chemical name,InChIKey,standardised_smiles,source,mitochondrial toxic,MW,LogP,Crippen MR,NHD,NHA,TPSA,HA Count
"1-[(5-NITRO-2-FURANYL)METHYLIDENEAMINO]IMIDAZOLIDINE-2,4-DIONE",NXFQHRVNIOXGAQ-UHFFFAOYSA-N,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,tox21_mmp,toxic,238.15899999999996,0.07349999999999995,53.20110000000001,1,6,118.05000000000001,17
ETHINYL ESTRADIOL,BFPYWIDHMRZLRN-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,tox21_mmp,toxic,296.4100000000001,3.6126000000000023,86.50660000000005,2,2,40.46,22
ESTRADIOL,VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,tox21_mmp,toxic,272.3879999999999,3.6092000000000026,78.73060000000005,2,2,40.46,20
4-TERT-AMYLPHENOL,NRZWYNLTFLDQQX-UHFFFAOYSA-N,CCC(C)(C)c1ccc(O)cc1,tox21_mmp,toxic,164.248,3.0798000000000014,51.42380000000004,1,1,20.23,12
"2,4-DINITROFLUOROBENZENE",LOTKRQAVGJMPNV-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,tox21_mmp,toxic,186.09799999999998,1.6421000000000001,39.70880000000001,0,4,86.28,13
TOXAPHENE,OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,tox21_mmp,toxic,411.7980000000001,5.377700000000002,83.90000000000002,0,0,0.0,18
ZINC PYRITHIONE,PICXIOQBANWBIZ-UHFFFAOYSA-N,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],tox21_mmp,toxic,317.71000000000004,3.124480000000001,68.06200000000003,0,6,55.98,17
ERGOTAMINE TARTRATE,CJMJLDQKTOJACI-BGQAIRJTSA-N,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,tox21_mmp,toxic,1313.4319999999998,1.859000000000016,343.2556000000008,10,16,351.48,96
52417-22-8,OREJEGKBQBIJSJ-UHFFFAOYSA-N,Cl.Nc1c2ccccc2nc2ccccc12.O,tox21_mmp,toxic,248.71299999999997,2.5673000000000012,74.52320000000002,1,2,70.41,17
CINALUKAST,BZMKNPGKXJAIDV-VAWYXSNFSA-N,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,tox21_mmp,toxic,412.5550000000002,5.8006000000000055,117.97350000000006,2,4,79.29,29
TRICIRIBINE,HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,tox21_mmp,toxic,320.3090000000001,-1.8870999999999987,79.66480000000001,4,10,142.25,23
AMSACRINE HYDROCHLORIDE,WDISRLXRMMTXEV-UHFFFAOYSA-N,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12.Cl,tox21_mmp,toxic,429.92900000000014,4.933500000000004,121.24020000000002,2,5,80.32,29
IDARUBICIN HYDROCHLORIDE,JVHPTYWUBOQMBP-RVFAQHLVSA-N,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,tox21_mmp,toxic,533.9610000000002,1.4420999999999997,131.0386,5,10,176.60999999999999,37
"3-[(3,5-DIMETHYL-1H-PYRROL-2-YL)METHYLIDENE]-1H-INDOL-2-ONE",WUWDLXZGHZSWQZ-UHFFFAOYSA-N,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,tox21_mmp,toxic,238.29000000000002,3.1242400000000004,73.20940000000002,2,1,44.89,18
DIURON,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,tox21_mmp,toxic,233.09799999999998,3.0869000000000018,59.167700000000025,1,1,32.34,14
AVERMECTIN B1A,RRZXIRBKKLTSOM-XPNPUAGNSA-N,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,tox21_mmp,toxic,873.0900000000003,5.377400000000007,227.30539999999914,3,14,170.06,62
"4-CHLORO-3,5-DIMETHYLPHENOL",OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,tox21_mmp,toxic,156.61199999999997,2.662440000000001,42.59080000000002,1,1,20.23,10
RIFAMPICIN,JQXXHWHPUNPDRT-WLSIYKJHSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,tox21_mmp,toxic,822.9530000000003,4.335420000000004,220.47919999999948,6,15,220.14999999999995,59
NCGC00094807-01,BJSPSQYEAXWPOK-ACCVAKIWSA-N,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C(Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,tox21_mmp,toxic,1272.468,0.8110999999999917,336.06410000000056,13,14,403.05999999999983,92
ACRIFLAVINE,PEJLNXHANOHNSU-UHFFFAOYSA-N,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1.[Cl-],tox21_mmp,toxic,468.9920000000002,1.5383,139.52859999999995,4,5,120.85,34
FLOPROPIONE,PTHLEKANMPKYDB-UHFFFAOYSA-N,CCC(=O)c1c(O)cc(O)cc1O,tox21_mmp,toxic,182.17499999999998,1.3961,46.057900000000025,3,4,77.76,13
FENDILINE HYDROCHLORIDE,NJXWZWXCHBNOOG-UHFFFAOYSA-N,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,tox21_mmp,toxic,351.921,5.981200000000006,109.45170000000003,1,1,12.03,25
ESTRADIOL ACETATE,FHXBMXJMKMWVRG-SLHNCBLASA-N,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,tox21_mmp,toxic,314.425,3.8289000000000026,88.37480000000005,1,3,46.53,23
LANATOSIDE C,JAYAGJDXJIDEKI-PTGWOZRBSA-N,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,tox21_mmp,toxic,985.1270000000004,0.6131000000000075,234.79139999999927,8,20,288.28,69
ANTHRAQUINONE,RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2ccccc21,tox21_mmp,toxic,208.21599999999998,2.4620000000000006,59.749000000000024,0,2,34.14,16
CLOFOCTOL,HQVZOORKDNCGCK-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,tox21_mmp,toxic,365.34400000000005,7.003600000000006,104.47280000000005,1,1,20.23,24
PERHEXILINE MALEATE,JDZOTSLZMQDFLG-BTJKTKAUSA-N,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,tox21_mmp,toxic,393.5680000000001,5.007200000000004,111.3103000000001,3,3,86.63000000000001,28
LASALOCID SODIUM,RDHDUYAKDYQPEW-HWLWSTNVSA-M,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+],tox21_mmp,toxic,612.7800000000003,1.5115200000000033,159.10389999999973,3,8,136.35,43
SULFANITRAN,GWBPFRGXNGPPMF-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,tox21_mmp,toxic,335.34100000000007,2.354,84.65060000000001,2,5,118.41,23
EXALAMIDE,CKSJXOVLXUMMFF-UHFFFAOYSA-N,CCCCCCOc1ccccc1C(N)=O,tox21_mmp,toxic,221.29999999999998,2.7446,64.59690000000003,1,2,52.32,16
11121-32-7,GVEVTKSEPQUIJA-FCUPBDNZSA-N,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)O3)cc1,tox21_mmp,toxic,1141.3590000000004,2.834300000000007,299.4916000000001,12,21,354.78000000000003,81
CLOBETASOL PROPIONATE,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,tox21_mmp,toxic,466.97700000000026,4.103100000000003,117.74280000000006,1,5,80.67,32
TANNIC ACID,LRBQNJMCXXYXIU-PPKXGCFTSA-N,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,tox21_mmp,toxic,1701.2060000000006,4.838100000000016,382.80200000000025,25,46,777.9800000000005,122
CARVEDILOL TARTRATE,WWXYYTOHUGNKSA-UHFFFAOYSA-N,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=C(O)C(O)C(O)C(=O)O,tox21_mmp,toxic,556.5680000000002,1.6153999999999997,145.95039999999997,7,9,190.79999999999998,40
EZETIMIBE,OLNTVTPDXPETLC-XPWALMASSA-N,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,tox21_mmp,toxic,409.4320000000001,4.888300000000004,108.81760000000004,2,3,60.77,30
IRINOTECAN HYDROCHLORIDE,GURKHSYORGJETM-WAQYZQTGSA-N,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl,tox21_mmp,toxic,623.1500000000004,4.512900000000006,167.1937999999996,1,9,114.2,44
ALIZARIN,RGCKGOZRHPZPFP-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,tox21_mmp,toxic,240.21399999999997,1.8732000000000006,63.07860000000002,2,4,74.60000000000001,18
CHLOROXINE,WDFKMLRRRCGAKS-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c2cccnc12,tox21_mmp,toxic,214.051,3.2472000000000003,53.42780000000001,1,2,33.120000000000005,13
VINBLASTINE SULFATE,KDQAABAKXDWYSZ-PNYVAJAMSA-N,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,tox21_mmp,toxic,909.068,3.3381000000000043,234.60569999999933,5,14,228.7,64
5-CHLORO-8-HYDROXYQUINOLINE,CTQMJYWDVABFRZ-UHFFFAOYSA-N,Oc1ccc(Cl)c2cccnc12,tox21_mmp,toxic,179.60600000000002,2.5938000000000008,48.41780000000001,1,2,33.120000000000005,12
TRANS-NEROLIDOL,FQTLCLSUCSAZDY-SDNWHVSQSA-N,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,tox21_mmp,toxic,222.37199999999996,4.396300000000004,72.47680000000005,1,1,20.23,16
20427-84-3,BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCc1ccc(OCCOCCO)cc1,tox21_mmp,toxic,308.462,4.367400000000004,91.53880000000007,1,3,38.69,22
LUFENURON,PWPJGUXAGUPAHP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,tox21_mmp,toxic,511.15200000000004,6.105500000000001,95.8309,2,3,67.43,32
GRAMICIDIN S,IUAYMJGZBVDSGL-XNNAEKOYSA-N,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,tox21_mmp,toxic,1141.4699999999996,1.227799999999997,310.37040000000013,10,12,325.4599999999999,82
DEXAMETHASONE VALERATE,SNHRLVCMMWUAJD-OMPPIWKSSA-N,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,tox21_mmp,toxic,476.58500000000026,3.6368000000000027,123.34260000000006,2,6,100.90000000000002,34
EFAVIRENZ,XPOQHMRABVBWPR-ZDUSSCGKSA-N,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,tox21_mmp,toxic,315.67799999999994,4.073100000000001,69.7887,1,2,38.33,21
CARUBICIN,XREUEWVEMYWFFA-CSKJXFQVSA-N,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,tox21_mmp,toxic,513.4990000000003,0.7259,125.45540000000003,6,11,196.83999999999997,37
P-PHENYLENEDIAMINE,CBCKQZAAMUWICA-UHFFFAOYSA-N,Nc1ccc(N)cc1,tox21_mmp,toxic,108.144,0.8510000000000002,35.2668,2,2,52.04,8
WARFARIN POTASSIUM,WSHYKIAQCMIPTB-UHFFFAOYSA-M,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],tox21_mmp,toxic,346.42300000000006,-0.018400000000000416,85.51300000000006,0,4,70.34,24
TRICLOSAN,XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,tox21_mmp,toxic,289.54499999999996,5.144700000000002,69.65280000000003,1,2,29.46,17
OXYPHENISATIN ACETATE,PHPUXYRXPHEJDF-UHFFFAOYSA-N,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,tox21_mmp,toxic,401.41800000000006,3.8237000000000023,110.45570000000001,1,5,81.7,30
DIGITOXIN,WDJUZGPOPHTGOT-XUDUSOBPSA-N,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,tox21_mmp,toxic,764.9500000000003,3.2473000000000014,191.22099999999944,5,13,182.82999999999998,54
DESLANOSIDE,OBATZBGFDSVCJD-LALPQLPRSA-N,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,tox21_mmp,toxic,943.0900000000007,0.04230000000000822,225.24419999999927,9,19,282.21,66
IMATINIB MESYLATE,YLMAHDNUQAMNNX-UHFFFAOYSA-N,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,tox21_mmp,toxic,589.7220000000003,4.094320000000002,164.36649999999963,3,9,140.64999999999998,42
TRIBROMSALAN,KVSKGMLNBAPGKH-UHFFFAOYSA-N,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,tox21_mmp,toxic,449.92400000000004,4.932000000000001,85.60200000000002,2,2,49.33,19
SOFALCONE,GFWRVVCDTLRWPK-KPKJPENVSA-N,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,tox21_mmp,toxic,450.53100000000023,5.736100000000006,129.23130000000006,1,5,82.06,33
ALLYLESTRENOL,ATXHVCQZZJYMCF-XUDSTZEESA-N,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,tox21_mmp,toxic,300.48600000000005,5.2564000000000055,91.46680000000006,1,1,20.23,22
95-33-0,DEQZTKGFXNUBJL-UHFFFAOYSA-N,c1ccc2sc(SNC3CCCCC3)nc2c1,tox21_mmp,toxic,264.4189999999999,4.2257000000000025,75.48570000000002,1,4,24.92,17
CYCLANDELATE,WZHCOOQXZCIUNC-UHFFFAOYSA-N,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,tox21_mmp,toxic,276.37600000000003,3.4780000000000024,78.07780000000005,1,3,46.53,20
MELOXICAM,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,tox21_mmp,toxic,351.4090000000001,1.95092,86.42030000000003,2,6,99.59999999999998,23
TOLTERODINE,OOGJQPCLVADCPB-HXUWFJFHSA-N,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,tox21_mmp,toxic,325.496,5.341420000000006,102.72380000000005,1,2,23.47,24
DEVAZEPIDE,NFHRQQKPEBFUJK-HSZRJFAPSA-N,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,tox21_mmp,toxic,408.4610000000001,3.737800000000002,121.48589999999999,2,3,77.56,31
RESISTOMYCIN,MJKDGCARCYPVQG-UHFFFAOYSA-N,Cc1cc(=O)c2c(O)c3c(O)cc(=O)c4c3c3c(cc(O)c1c23)C(C)(C)C=4O,tox21_mmp,toxic,376.36400000000015,2.4059199999999996,106.69820000000003,4,6,115.06,28
TENIDAP,IZSFDUMVCVVWKW-UHFFFAOYSA-N,NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21,tox21_mmp,toxic,320.757,3.2196000000000016,81.34570000000001,2,5,85.32,21
DINALINE,QGMGHALXLXKCBD-UHFFFAOYSA-N,Nc1ccc(C(=O)Nc2ccccc2N)cc1,tox21_mmp,toxic,227.26700000000002,2.1033,69.662,3,3,81.14,17
CLONIXIN,CLOMYZFHNHFSIQ-UHFFFAOYSA-N,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,tox21_mmp,toxic,262.69599999999997,3.485220000000001,70.66800000000002,2,3,62.22,18
FENTIAZAC,JIEKMACRVQTPRC-UHFFFAOYSA-N,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,tox21_mmp,toxic,329.8080000000001,4.757600000000003,89.33580000000002,1,3,50.19,22
DTXSID6046133,QOFQTBTZCJVITI-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,tox21_mmp,toxic,371.82700000000006,1.6206,85.26300000000002,1,6,96.44,23
BENZIODARONE,CZCHIEJNWPNBDE-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,tox21_mmp,toxic,518.0880000000001,5.141000000000003,102.56530000000001,1,3,50.44,22
BENZOBARBITAL,QMOWPJIFTHVQMB-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,tox21_mmp,toxic,336.347,2.2532000000000005,89.56820000000003,1,4,83.55000000000001,25
"1-(2,4-DIMETHOXYPHENYL)-3-(4-METHOXYPHENYL)PROP-2-EN-1-ONE",HVAKUYCEWDPRCA-UHFFFAOYSA-N,COc1ccc(C=CC(=O)c2ccc(OC)cc2OC)cc1,tox21_mmp,toxic,298.338,3.608500000000002,85.90450000000004,0,4,44.760000000000005,22
TIBROFAN,ZLWLKVQCHZSSEL-UHFFFAOYSA-N,O=C(Nc1ccc(Br)cc1)c1cc(Br)c(Br)s1,tox21_mmp,toxic,439.954,5.2879000000000005,81.81420000000001,1,2,29.1,17
ROLICYCLIDINE,FYOWWXMGDATDQY-UHFFFAOYSA-N,c1ccc(C2(N3CCCC3)CCCCC2)cc1,tox21_mmp,toxic,229.36699999999993,3.9418000000000033,72.01200000000006,0,1,3.24,17
NORLETIMOL,LPSMMAHYAIVSQW-UHFFFAOYSA-N,Oc1ccccc1C=NCc1ccccc1,tox21_mmp,toxic,211.264,3.011300000000001,65.84680000000003,1,2,32.59,16
TIOXIDAZOLE,HLLICFJUWSZHRJ-UHFFFAOYSA-N,CCCOc1ccc2nc(NC(=O)OC)sc2c1,tox21_mmp,toxic,266.32199999999995,3.2634000000000016,71.43370000000003,1,5,60.45,18
ETOCARLIDE,PRXHANOJNVGVGC-UHFFFAOYSA-N,CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,tox21_mmp,toxic,316.426,4.292900000000003,95.06540000000003,2,3,42.519999999999996,22
DTXSID7023196,YFGQJKBUXPKSAW-XBBQASNWSA-N,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](OC4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,tox21_mmp,toxic,969.1280000000005,1.6423000000000048,233.40159999999923,7,19,268.04999999999995,68
BENMOXIN,BEWNZPMDJIGBED-UHFFFAOYSA-N,CC(NNC(=O)c1ccccc1)c1ccccc1,tox21_mmp,toxic,240.306,2.682200000000001,71.90090000000004,2,2,41.129999999999995,18
ETHOXAZENE,GAWOVNGQYQVFLI-UHFFFAOYSA-N,CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,tox21_mmp,toxic,256.30899999999997,3.6651000000000007,77.05380000000002,2,5,85.99,19
DIPHACINONE,JYGLAHSAISAEAL-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,tox21_mmp,toxic,340.37800000000004,4.083000000000003,98.32700000000001,0,3,51.21,26
RAFOXANIDE,NEMNPWINWMHUMR-UHFFFAOYSA-N,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,tox21_mmp,toxic,626.0150000000001,6.952800000000003,124.472,2,3,58.56,27
DIPHENAN,ZBJBRUSGEJORQL-UHFFFAOYSA-N,NC(=O)Oc1ccc(Cc2ccccc2)cc1,tox21_mmp,toxic,227.26300000000003,2.7349000000000014,65.90140000000002,1,2,52.32000000000001,17
BROQUINALDOL,BNACJQWJZKPAPV-UHFFFAOYSA-N,Cc1ccc2c(Br)cc(Br)c(O)c2n1,tox21_mmp,toxic,316.98,3.773820000000001,63.544800000000016,1,2,33.120000000000005,14
OSALMID,LGCMKPRGGJRYGM-UHFFFAOYSA-N,O=C(Nc1ccc(O)cc1)c1ccccc1O,tox21_mmp,toxic,229.23499999999999,2.3501000000000007,64.16680000000002,3,3,69.56,17
CHLORINDANOL,ATAJVFBUUIBIEO-UHFFFAOYSA-N,Oc1ccc(Cl)c2c1CCC2,tox21_mmp,toxic,168.62299999999996,2.534300000000001,45.14180000000002,1,1,20.23,11
ANILAMATE,BEECRKDUIIQEBI-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C(=O)Nc1ccccc1,tox21_mmp,toxic,270.288,2.6571000000000007,75.92090000000003,2,3,67.42999999999999,20
SULBENTINE,QFVAWNPSRQWSDU-UHFFFAOYSA-N,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,tox21_mmp,toxic,314.47900000000004,3.9375000000000027,93.89300000000003,0,3,6.48,21
ETHACRIDINE LACTATE MONOHYDRATE,NYEPHMYJRNWPLA-UHFFFAOYSA-N,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,tox21_mmp,toxic,361.39800000000014,1.5781999999999998,102.17320000000004,4,6,163.19,26
TENONITROZOLE,ZLOXYEZYWCTXHU-UHFFFAOYSA-N,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,tox21_mmp,toxic,255.28000000000003,2.3651,61.04060000000002,1,6,85.13,16
FRENTIZOLE,JHBWYQRKOUBPCA-UHFFFAOYSA-N,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1,tox21_mmp,toxic,299.3550000000001,3.948900000000002,85.25540000000002,2,4,63.25,21
NITROXOLINE,RJIWZDNTCBHXAL-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c2ncccc12,tox21_mmp,toxic,190.158,1.8485999999999996,50.062200000000026,1,4,76.26,14
MECARBINATE,YTBNTDMBGXAOCG-UHFFFAOYSA-N,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,tox21_mmp,toxic,233.267,2.36902,65.27730000000003,1,4,51.46,17
CALCIFEDIOL,JWUBBDSIWDLEOM-DTOXIADCSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,tox21_mmp,toxic,400.6470000000002,6.733900000000008,122.6486000000001,2,2,40.46,29
